properties - ETA,properties - FIL,properties - NAME,properties - PLACES,properties - ind,properties - BACS
Université de Strasbourg (Public),2029,Licence - Langues et interculturalité - Ensemble Europe centrale et orientale,45,100,80;4;12
Université de Strasbourg (Public),2028,Licence - Sciences du langage,100,100,86;4;5
Université de Strasbourg (Public),2029,Licence - Études italiennes,30,98,57;19;19
Université de Strasbourg (Public),2029,Licence - Études slaves (Russe),40,99,59;4;31
Université de Strasbourg (Public),2029,Licence - Études arabes,30,98,52;29;17
Université de Strasbourg (Public),2035,Licence - Chimie,125,99,92;5;0
Université de Strasbourg (Public),2036,Licence - Physique-chimie,45,99,82;8;8
Université de Strasbourg (Public),2037,Licence - Sciences de la vie,700,99,87;11;0
Université de Strasbourg (Public),2033,Licence - Mathématiques et Informatique,300,99,88;7;3
Université de Strasbourg (Public),2038,"Licence - Sciences de la Terre, de l'Univers et de l'environnement",105,99,86;6;6
Université de Strasbourg (Public),2034,Licence - Physique - Sciences pour l'ingénieur,190,100,79;13;7
Université de Strasbourg (Public),2033,Licence - Mathématiques et physique approfondies - Magistère (MPA-Mag),33,69,100;0;0
Université de Strasbourg (Public),2037,Licence - Sciences de la vie - Parcours Franco-Allemand (Strasbourg-Saarbrücken),12,18,100;0;0
Université de Strasbourg (Public),2002,Licence - Droit,780,99,87;9;2
Université de Strasbourg (Public),2006,Licence - Administration économique et sociale,300,100,65;23;10
Université de Strasbourg (Public),2005,Licence - Economie et gestion,510,100,88;7;3
Université de Strasbourg (Public),2033,Licence - Double licence Mathématiques - Economie,70,46,100;0;0
Université de Strasbourg (Public),2012,Licence - Géographie et aménagement,135,100,74;18;4
Université de Strasbourg (Public),2057,Licence - Théologie Protestante,65,100,76;11;11
Université de Strasbourg (Public),2055,Licence - Théologie Catholique,40,100,80;20;0
Université de Strasbourg (Public),2014,Licence - Psychologie,545,93,87;8;3
Université de Strasbourg (Public),2011,Licence - Archéologie,90,99,86;7;4
Université de Strasbourg (Public),2011,Licence - Histoire de l'art,125,99,81;7;8
Université de Strasbourg (Public),2018,Licence - Sciences sociales,285,100,65;17;14
Université de Strasbourg (Public),2018,Licence - Sciences sociales - Enseignement à distance,180,100,65;17;9
Université de Strasbourg (Public),2016,Licence - Philosophie,105,100,75;17;5
Université de Strasbourg (Public),2010,Licence - Histoire,260,100,71;18;9
Université de Strasbourg (Public),2010,Licence - TRISTRA Histoire franco-allemande,20,97,100;0;0
Université de Strasbourg (Public),2045,Licence - Première année commune des études de Santé,1550,97,93;4;1
Université de Mulhouse (Public),2006,Licence - Administration économique et sociale,100,100,53;25;21
Université de Mulhouse (Public),2004,Licence - Gestion,70,100,66;16;16
Université de Mulhouse (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères Allemand",40,95,82;10;6
Université de Mulhouse (Public),2028,Licence - Lettres Modernes,40,100,59;18;22
Université de Mulhouse (Public),2030,"Licence - Langues étrangères appliquées, Economie et interculturalité, option Anglais  Allemand",35,100,73;14;12
Université de Mulhouse (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères Anglais",80,96,63;15;20
Université de Mulhouse (Public),2036,Licence - parcours Physique / Chimie / Environnement,60,98,76;17;3
Université de Mulhouse (Public),2036,"Licence - Regio Chimica, parcours Transfrontalier de Chimie",15,42,100;0;0
Université de Mulhouse (Public),2028,Licence - Cultures Littéraires Européennes (C.L.E.),20,98,87;12;0
Université de Mulhouse (Public),2010,Licence - Histoire,80,99,55;13;29
Institut Catholique de Lyon (Privé enseignement supérieur),2002,Licence - Droit,300,92,92;5;1
Institut Catholique de Lyon (Privé enseignement supérieur),2028,Licence - Littérature renforcée,50,84,81;9;9
Institut Catholique de Lyon (Privé enseignement supérieur),2028,Licence - Éducation,50,71,86;13;0
Institut Catholique de Lyon (Privé enseignement supérieur),2028,Licence - Politique,75,65,92;3;3
Institut Catholique de Lyon (Privé enseignement supérieur),2016,Licence - Philosophie,100,91,92;7;0
Institut Catholique de Lyon (Privé enseignement supérieur),2014,Licence - Psychologie,200,31,93;6;0
Université Claude Bernard Lyon 1 (Public),2020,Licence - Licence STAPS - portail unique,640,40,80;16;3
Université Claude Bernard Lyon 1 (Public),2033,Licence - portail Mathématiques / Informatique,400,94,91;5;2
Université Claude Bernard Lyon 1 (Public),2034,Licence - portail Physique / Chimie / Sciences de l'Ingénieur,550,100,79;15;3
Université Claude Bernard Lyon 1 (Public),2039,Licence - portail Sciences de la Vie et de la Terre,720,100,88;10;0
Université Claude Bernard Lyon 1 (Public),2045,"Licence - PACES (Première année commune de Santé :  Médecine, Pharmacie, Odontologie, Maïeutique, Kinésithérapie, Ergothérapie)",2550,100,93;4;1
Université Lumière-Lyon 2 (Public),2019,"Licence - Portail Sciences sociales - mentions : Anthropologie, Histoire, Science politique, Sciences sociales, Sociologie / Programme International MINERVE",350,100,91;4;3
Université Lumière-Lyon 2 (Public),2010,"Licence - Portail Temps, territoires, sociétés - mentions : Géographie, Histoire, Histoire de l'art, Anthropologie, Humanités, Sciences sociales / MINERVE",215,100,64;21;13
Université Lumière-Lyon 2 (Public),2022,"Licence - Portail MIASHS - mentions : MIASHS, Economie gestion, Géographie, Histoire, Info com, Psychologie, Sc et techno, Sc du langage, Sc sociales,Sociologie",190,100,82;13;3
Université Lumière-Lyon 2 (Public),2030,Licence - Portail Langues : Anglais - Chinois ,36,100,77;10;11
Université Lumière-Lyon 2 (Public),2030,Licence - Portail Langues : Anglais - Programme International MINERVE,165,100,63;21;14
Université Lumière-Lyon 2 (Public),2028,"Licence - Portail Lettres, langues et sciences du langage - mentions accessibles : Lettres, Lettres langues, LLCER, Sciences du langage, LEA",160,100,65;21;10
Université Lumière-Lyon 2 (Public),2015,"Licence -  Portail  Education, socialisation et langage - mentions accessibles : Sciences de l'éducation, Sciences du langage, Sociologie, Psychologie",515,53,59;27;9
Université Lumière-Lyon 2 (Public),2023,"Licence - Portail Médias, cultures et sociétés – mentions : Information communication, Anthropologie, Arts du spectacle, Sciences sociales, Sociologie / P.I.M.",330,71,85;10;2
Université Lumière-Lyon 2 (Public),2005,"Licence - Portail Economie, gestion et droit - mentions accessibles : Economie et gestion, Administration publique, AES, Droit / Programme International MINERVE",315,65,71;19;7
Université Lumière-Lyon 2 (Public),2002,"Licence - Portail Droit - mentions accessibles : Droit, Administration publique, AES / Programme International MINERVE",475,100,75;18;6
Université Jean Moulin Lyon 3 (Public),2028,Licence - Lettres (antérieurement Lettres modernes) ,135,99,77;11;9
Université Jean Moulin Lyon 3 (Public),2009,Licence - Humanités (antérieurement Lettres classiques),25,100,87;4;8
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Anglais ",260,100,83;10;5
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Allemand ",30,100,68;10;21
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Arabe ",40,100,31;22;42
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Chinois",40,97,84;5;10
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Italien ",50,100,64;15;20
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Japonais ",76,63,80;10;7
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Russe ",15,100,60;10;30
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Allemand ,65,100,87;7;4
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Espagnol ,230,77,84;12;3
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Italien ,63,94,80;17;1
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Japonais ,100,57,82;12;5
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Chinois ,63,100,70;14;12
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Arabe ,50,100,55;14;29
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Russe ,35,100,75;18;6
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Polonais ,15,100,57;21;14
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Allemand et Gestion parcours Techniques quantitatives et management(TQM),10,65,93;6;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Allemand et Gestion parcours Management et Sciences Humaines (MSH),10,34,100;0;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Arabe et Gestion parcours Techniques quantitatives et management (TQM),5,87,100;0;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Arabe et Gestion parcours Management et sciences humaines (MSH),5,74,90;0;9
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Espagnol et Gestion parcours Management et sciences humaines (MSH),15,31,93;0;6
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Espagnol et Gestion parcours Techniques quantitatives et management (TQM),15,64,100;0;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Italien et Gestion  Management et sciences humaines (MSH),10,30,100;0;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Italien et Gestion parcours Techniques quantitatives et management (TQM),10,75,100;0;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Polonais et Gestion  Management et sciences humaines (MSH),5,88,70;10;20
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Polonais et Gestion parcours Techniques quantitatives et management (TQM),5,100,77;11;11
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Russe et Gestion  Management et sciences humaines (MSH),5,93,81;0;18
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Russe et Gestion parcours Techniques quantitatives et management (TQM),5,88,77;22;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Chinois et Gestion parcours Management et sciences humaines (MSH),5,88,94;0;5
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Chinois et Gestion parcours Techniques quantitatives et management (TQM),5,97,90;10;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Japonais et Gestion parcours  Management et sciences humaines (MSH),5,54,90;0;9
Université Jean Moulin Lyon 3 (Public),2030,Licence - Double Licence Langues Etrangères Appliquées Anglais-Japonais et Gestion parcours Techniques quantitatives et management (TQM),5,100,90;10;0
Université Jean Moulin Lyon 3 (Public),2002,Licence - Droit.,1260,100,87;10;2
Université Jean Moulin Lyon 3 (Public),2002,Licence - Science Politique - Droit,330,50,96;1;0
Université Jean Moulin Lyon 3 (Public),2004,Licence - Techniques Quantitatives et Management (TQM),330,60,97;2;0
Université Jean Moulin Lyon 3 (Public),2004,Licence - Management et Sciences Humaines (MSH),330,35,98;1;0
Université Jean Moulin Lyon 3 (Public),2010,Licence - Histoire.,230,100,64;22;12
Université Jean Moulin Lyon 3 (Public),2012,Licence - Géographie et Aménagement.,100,99,86;6;5
Université Jean Moulin Lyon 3 (Public),2016,Licence - Philosophie.,105,100,77;15;5
Université Jean Moulin Lyon 3 (Public),2010,Licence - Double Licence : Histoire et Géographie-Aménagement,30,94,86;10;0
Université de Bourgogne - site Le Creusot (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,175,99,84;12;3
Université de Bourgogne - site Le Creusot (Public),2006,Licence - Administration économique et sociale,63,99,56;23;19
Université du Mans (Public),2002,Licence - Droit,285,100,81;12;5
Université du Mans (Public),2030,Licence - LEA commerce international - LV1 anglais / LV2 allemand (parcours études européennes inclus),80,100,48;27;21
Université du Mans (Public),2030,Licence - LEA commerce international - LV1 anglais / LV2 espagnol,160,100,60;25;13
Université du Mans (Public),2029,Licence - LLCER allemand (parcours études européennes inclus),80,100,100;0;0
Université du Mans (Public),2029,Licence - LLCER anglais,140,100,80;8;9
Université du Mans (Public),2029,Licence - LLCER espagnol,80,100,81;11;7
Université du Mans (Public),2028,Licence - Lettres,110,100,64;12;17
Université du Mans (Public),2039,Licence - Sciences de la Vie - Sciences de la Terre,140,99,85;14;0
Université du Mans (Public),2033,Licence - Mathématiques et Applications - HORS parcours Sciences actuarielles et financières,80,100,90;3;3
Université du Mans (Public),2020,Licence - HORS parcours Masso-Kinésithérapie et Ergothérapie,297,100,79;16;3
Université du Mans (Public),2012,Licence - Géographie et aménagement,100,100,58;26;13
Université du Mans (Public),2010,Licence - Parcours études européennes inclus,150,100,63;14;21
